20	1.80E-04
21	4.46E-04
22	7.71E-04
23	6.75E-04
24	1.09E-03
25	1.94E-03
26	3.01E-03
27	5.64E-03
28	9.64E-03
29	1.54E-02
30	2.46E-02
31	3.80E-02
32	6.40E-02
33	1.05E-01
34	1.64E-01
35	2.75E-01
36	4.60E-01
37	7.62E-01
38	1.29E+00
39	2.12E+00
40	3.58E+00
41	5.92E+00
42	9.98E+00
43	1.65E+01
44	2.72E+01
45	4.57E+01
46	7.60E+01
47	1.27E+02
48	2.10E+02
49	3.51E+02
50	5.86E+02
